Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Feb,0.193537863
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.19288024
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.144076065
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.219967018
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.192141957
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.201525933
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.196437772
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.148856582
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.198953475
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.15578437
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Dec,0.202116174
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Jan,0.195754972
Consumer Market,Non Sandesh Brand 4,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 4BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Feb,0.203432248
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Jan,0.145913667
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Feb,0.12434221
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Mar,0.171057275
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_Apr,0.167375644
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_May,0.126891809
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jun,0.163895814
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jul,0.125136422
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Aug,0.163878767
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Sep,0.181447907
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Oct,0.14304903
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Nov,0.169034558
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Dec,0.123450818
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Jan,0.167614919
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Feb,0.136697065
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Mar,0.126329863
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Apr,0.169232703
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_May,0.121424258
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Jun,0.175910765
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Jul,0.119197305
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Aug,0.16793425
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Sep,0.141225149
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Oct,0.172674965
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Nov,0.185276801
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Dec,0.134621907
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Jan,0.166979417
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Feb,0.169086734
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.16806442
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.125780975
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.185018172
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.168967858
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.173127286
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.170082061
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.127604341
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.16957757
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.137154435
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Dec,0.174736863
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Jan,0.16690427
Consumer Market,Non Sandesh Brand 5,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 5BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q4_Feb,0.175652962
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Jan,0.135690643
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Feb,0.1343443
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,15/16_Q4_Mar,0.120848853
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_Apr,0.165620048
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q1_May,0.158213933
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jun,0.162967793
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Jul,0.127866685
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Aug,0.17158854
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q2_Sep,0.129237144
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Oct,0.172207945
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Nov,0.135093418
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q3_Dec,0.120034829
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Jan,0.163417025
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Feb,0.123139721
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,16/17_Q4_Mar,0.119494508
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Apr,0.173182648
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_May,0.1701836
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q1_Jun,0.160826677
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Jul,0.129439388
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Aug,0.120190645
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q2_Sep,0.127825099
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Oct,0.188697032
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Nov,0.129020885
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q3_Dec,0.167595497
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Jan,0.169682912
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Feb,0.164723244
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,17/18_Q4_Mar,0.161745638
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Apr,0.131544793
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_May,0.13205536
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q1_Jun,0.165101347
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Jul,0.155815881
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Aug,0.170977328
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q2_Sep,0.166135608
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Oct,0.164670425
Consumer Market,Non Sandesh Brand 9,Broadband,Rabbit,Price,Acquisition Price - High Rabbit (Speed 9 to Speed 11),Consumer MarketNon Sandesh Brand 9BroadbandRabbitAcquisition Price - High Rabbit (Speed 9 to Speed 11),Pounds,18/19_Q3_Nov,0.124140991
